iteration,s,t,f,k,b,amount
iteration_1,3,5,19,2,2,42.0
iteration_1,3,5,19,2,1,81.0
iteration_1,3,5,20,9,1,111.0
iteration_1,3,5,20,4,1,10.0
iteration_1,3,5,21,7,1,122.0
iteration_1,3,5,21,4,1,7.0
iteration_1,3,5,22,8,1,120.0
iteration_1,3,5,24,8,1,115.0
iteration_1,3,5,24,1,1,1.0
iteration_1,3,5,24,4,1,13.0
iteration_1,3,5,26,4,1,93.0
iteration_1,3,5,26,21,1,9.0
iteration_1,3,5,26,21,3,28.0
iteration_1,3,5,28,21,3,120.0
iteration_1,3,5,29,21,3,88.0
iteration_1,3,5,29,20,3,32.0
iteration_1,3,5,30,20,3,125.0
iteration_1,3,5,31,20,3,88.0
iteration_1,3,5,31,23,3,21.0
iteration_1,3,6,1,1,2,128.0
iteration_1,3,6,2,5,2,126.0
iteration_1,3,6,3,12,2,129.0
iteration_1,3,6,4,6,2,125.0
iteration_1,3,6,5,11,2,130.0
iteration_1,3,6,6,9,2,126.0
iteration_1,3,6,7,2,1,130.0
iteration_1,3,6,8,11,1,115.0
iteration_1,3,6,8,10,1,7.0
iteration_1,3,6,9,7,1,128.0
iteration_1,3,6,10,3,1,129.0
iteration_1,3,6,11,10,1,120.0
iteration_1,3,6,12,12,1,116.0
iteration_1,3,6,12,9,1,8.0
iteration_1,3,6,13,6,1,120.0
iteration_1,3,6,13,3,1,3.0
iteration_1,3,6,14,10,1,118.0
iteration_1,3,6,14,5,1,9.0
iteration_1,3,6,15,1,1,117.0
iteration_1,3,6,15,8,1,6.0
iteration_1,3,6,16,4,1,124.0
iteration_1,3,6,17,3,1,113.0
iteration_1,3,6,17,8,1,14.0
iteration_1,3,6,18,5,1,110.0
iteration_1,3,6,19,2,1,115.0
iteration_1,3,6,19,7,1,12.0
iteration_1,3,6,20,9,1,111.0
iteration_1,3,6,20,4,1,13.0
iteration_1,3,6,21,7,1,105.0
iteration_1,3,6,21,4,1,23.0
iteration_1,3,6,22,8,1,127.0
iteration_1,3,6,24,8,1,98.0
iteration_1,3,6,24,4,1,25.0
iteration_1,3,6,26,4,1,60.0
iteration_1,3,6,26,21,1,60.0
iteration_1,3,6,28,21,1,129.0
iteration_1,3,6,29,21,1,9.0
iteration_1,3,6,29,21,3,47.0
iteration_1,3,6,29,20,3,68.0
iteration_1,3,6,30,20,3,128.0
iteration_1,3,6,31,20,3,49.0
iteration_1,3,6,31,23,3,76.0
iteration_1,3,6,32,23,3,123.0
iteration_1,3,6,34,23,3,46.0
iteration_1,3,6,34,19,3,77.0
iteration_1,3,6,35,19,3,126.0
iteration_1,3,6,36,19,3,42.0
iteration_1,3,6,36,15,3,81.0
iteration_1,3,6,37,17,3,129.0
iteration_1,3,6,41,18,3,128.0
iteration_1,3,6,42,13,3,128.0
iteration_1,3,6,43,14,3,120.0
iteration_1,3,6,44,14,3,31.0
